,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id
92,1,369,265,0,4,0,Fri Mar 13 04:22:43 +0000 2009,1498609195.0,"Las Vegas, NV",👑 Bacardii m3,3375,black people are,black,bacardiidark,Sun Sep 24 23:08:31 +0000 2017,@katmore9 @OpenDiscourse76 @gogreen200086 @_JakeRussell They are millionaires yes. They are also black yes. They un… https://t.co/W9WFwZg1o3,24126728
93,0,5840,591,0,1,0,Wed Aug 05 17:19:55 +0000 2009,318037169.0,"Richmond, VA",Steve Gallo,53857,black people are,black,SteveGalloNFL,Sun Sep 24 23:08:21 +0000 2017,@pmojh3 black Americans are 2.5 times as likely as white Americans to be shot and killed by police officers. https://t.co/zOzITzE86o,63193280
94,0,228,341,0,2,0,Fri Sep 02 22:16:05 +0000 2016,8.952185361714053e+17,"Central, FL",Chester_Forever,6661,black people are,black,Sawyer_White1,Sun Sep 24 23:07:32 +0000 2017,@asheroo92 @himissbelieverx You know I will! I can't be silent because that would make no better than people who ar… https://t.co/BmflT4BtRe,771834104866279425
95,0,30,277,0,1,0,Fri May 26 03:45:25 +0000 2017,9.012577154728796e+17,,Harold Russell,971,black people are,black,hdizzle1977,Sun Sep 24 23:07:09 +0000 2017,@johnmknox Is it disrespectful that black people are being gunned downed in this america that your so called social… https://t.co/bKs0m1VkHQ,867949768135376896
96,0,648,275,0,5,0,Tue Jun 02 05:18:09 +0000 2015,8.453695389800735e+17,"North Carolina, USA",Alicia Summers 🌹☭,51042,black people are,black,KitsuneAlicia,Sun Sep 24 23:07:02 +0000 2017,@gjnmedia @DanLitz @jwesleyross @sarahemclaugh @POTUS Black people are getting murdered by police. We have lynching… https://t.co/dYqZQ7GhO8,3306287667
97,0,10095,692,0,6,0,Wed Sep 02 12:10:25 +0000 2015,9.044855610623181e+17,"Los Angeles, CA",Jonathan DesVerney,2434,black people are,black,DesVerney23,Sun Sep 24 23:06:23 +0000 2017,@MommaRachel247 @diamoundgirls1 @AshleyKSmalls @TwitterMoments @POTUS @NFL Its black people saying if cops can kill… https://t.co/R7hC41VRPD,3523112956
98,0,3401,4999,0,2,0,Thu Apr 16 10:39:20 +0000 2009,8.078128027611587e+17,"Kentucky, USA",Not So Mellow D,127878,black people are,black,melodijoy,Sun Sep 24 23:05:33 +0000 2017,@Styx666Official @ErikH526 Only when they kill people w cars. Nazis march to exterminate people. Players are… https://t.co/v0O3GFqbma,31718463
99,0,73,194,0,2,0,Mon Jul 01 16:12:21 +0000 2013,30602016.0,"Miami Springs, FL",Raul Menendez,791,black people are,black,xCool_Raulx,Sun Sep 24 23:05:10 +0000 2017,@iJesseWilliams @__vegaaa More white people are shot by cops every year thab black people. Soooooo,1560895694
100,0,735,427,0,1,0,Tue Nov 04 23:42:46 +0000 2014,2890262449.0,"Las Vegas, NV",b.,6074,black people are,black,bneit_,Sun Sep 24 23:05:06 +0000 2017,@kelly_crabtreee The police are literally killing black people because they want to. It's everywhere you see it all the time.,2890262449
101,0,68,663,0,4,0,Wed Nov 18 01:00:00 +0000 2009,197306938.0,"Santa Fe, NM",Lexy Davis,1493,black people are,black,lexysd,Sun Sep 24 23:04:56 +0000 2017,@a_j_francis @BTFMatthew @lpackard @TomiLahren I was referring to statistics in this article which would mean that… https://t.co/u6Uxb7Q6fq,90764977
102,0,900,886,0,2,0,Sat Dec 03 19:00:58 +0000 2011,356696619.0,"Pittsburgh, PA",5x Champs Pats!!,49200,black people are,black,GodZanMarino,Sun Sep 24 23:04:27 +0000 2017,@AintU_Mar @jemelehill Wait so you believe straight black men are the white people of black society? I know your vi… https://t.co/aIZuf1Hcxb,427610236
103,0,196,251,0,2,0,Wed Feb 22 07:23:20 +0000 2012,7.750520945209098e+17,"Austin, TX",John Carroll,7359,black people are,black,FmnJohn,Sun Sep 24 23:03:03 +0000 2017,"@HuzzahHonzi @MattWalshBlog It’s not a case that black people are just disobeying cops, and you probably know that.  3/5",499554528
104,0,95,271,0,3,0,Mon Apr 20 19:19:20 +0000 2009,7.849772188753224e+17,"Indianapolis, Indiana",Bill Keown,1275,black people are,black,billkeown,Sun Sep 24 23:02:59 +0000 2017,"@Jaidyn1660 @MyOrbie @soledadobrien So people are put in jail because they are black, and not because they committed crimes?",33626896
105,0,86,210,0,0,0,Wed Apr 13 15:34:09 +0000 2011,,"Baltimore, MD",Billy Whiteshoez,24687,black people are,black,irony2012,Sun Sep 24 23:02:59 +0000 2017,Here Are Some Ways People Disrespect The Flag Daily Based On Flag Code https://t.co/IeQ7cgjWAD,281587030
106,0,40,292,0,1,0,Sat Jul 11 15:51:11 +0000 2009,236487888.0,"Queens, NY",Kasey Williamson,537,black people are,black,kaseywil,Sun Sep 24 23:02:50 +0000 2017,"@WalshFreedom They aren't protesting trump, they are protesting the treatment of black people in US. Trump butted i… https://t.co/weHfoIYJMf",55858426
107,0,196,251,0,2,0,Wed Feb 22 07:23:20 +0000 2012,7.750520945209098e+17,"Austin, TX",John Carroll,7359,black people are,black,FmnJohn,Sun Sep 24 23:02:50 +0000 2017,@HuzzahHonzi @MattWalshBlog Should black people not care that drug corps push opioid prescriptions (doctors are les… https://t.co/SY8FKA8kYz,499554528
108,2,239,716,0,1,0,Wed Mar 10 16:50:30 +0000 2010,121803392.0,Jacksonville,E.K.L.Y.P.S.E.,8279,black people are,black,eklypse711,Sun Sep 24 23:02:49 +0000 2017,@KMart_BN Also: it is meant to falsely imply that black people are more likely to be violent than white people.,121803392
109,0,1342,1238,0,0,0,Tue Feb 16 04:42:18 +0000 2010,,"Crosby, Tx",Joshua,13665,black people are,black,that_boy_opie,Sun Sep 24 23:01:50 +0000 2017,It's absolutely ridiculous that people say the Nazi salute and Black Power salute are the same thing,114649908
110,2,16775,1023,0,1,0,Sat Jan 28 06:10:30 +0000 2012,2317318923.0,Connecticut,Joe Moravsky,6273,black people are,black,JoeMoravsky,Sun Sep 24 23:01:47 +0000 2017,@alwaysmyheart2 Stupid “white people “comment... the underlying problem of our country. We are all humans... white… https://t.co/lqu0Ni0oUC,476502840
111,0,492,2890,0,1,0,Mon Jan 25 02:17:56 +0000 2010,2652407509.0,"New York, NY",Nero Jones Free,4959,black people are,black,thesoulwrites,Sun Sep 24 23:01:47 +0000 2017,@ZaneBlack98 No hate he called protesters sons of bitches but racists very fine people. The protesters in football… https://t.co/d1g6Rd2Ma6,108165923
112,11,1836,133,0,0,4,Sun Nov 15 06:45:46 +0000 2015,,"Seattle, WA",Carter Morgan,2051,black people are,black,_askcarter,Sun Sep 24 23:00:23 +0000 2017,"Homie, the knee is about standing against police brutality and how black people are treated here.

That's what the… https://t.co/dasbLvdfL6",4242880400
113,0,674,809,0,0,0,Mon Jan 20 16:37:12 +0000 2014,2293825150.0,"Louisville, OH",Yadrnak,9381,black people are,black,Yadrnak03,Sun Sep 24 22:59:14 +0000 2017,Bc I’m white and that’s a black thing to do ? Ridiculous. People also need to realize that these athletes are not tanking a knee to,2293825150
114,0,34,80,0,6,0,Mon Jan 16 02:27:48 +0000 2017,8.42289855023444e+17,"Union City, NJ",Doug,1183,black people are,black,WillyD305,Sun Sep 24 22:58:44 +0000 2017,@NolanLawrence90 @_DevonteR @thebrock1978 @stephenasmith @steelers @FirstTake Idk u tell me I just know it scares y… https://t.co/2u4ewtBh31,820819812611977216
115,1,540,464,0,1,0,Sat Jul 15 20:57:52 +0000 2017,171266507.0,"Chattanooga, TN",That Progressive 🍕,7528,black people are,black,platypus1221,Sun Sep 24 22:58:41 +0000 2017,@_iAmRoyal I use it only because so many people are not 100% black,886328985541541888
116,137,14563,15899,1,1,58,Thu Feb 26 23:42:09 +0000 2009,,Tennessee,LiberalLecter❄️,9938,black people are,black,LiberalLecter,Sun Sep 24 22:57:11 +0000 2017,"To @realDonaldTrump a black man that #TakeAKneeNFL is a Son of a Bitch, but Nazi racists chanting in our streets are ""Fine Fucking People!""",22080404
117,0,10106,90,0,1,0,Thu Dec 26 22:18:20 +0000 2013,2772798101.0,"Los Angeles, CA",Ashley Jessica,2358,black people are,black,Ashleyyjessica1,Sun Sep 24 22:56:59 +0000 2017,@TorraineWalker My people are my family. My family raised me in a black church and I felt absolutely no different.… https://t.co/N4MISq2Fze,2263397982
118,1,475,560,0,0,2,Thu Mar 03 19:28:16 +0000 2016,,"Inglewood, CA",Niyyah,3798,black people are,black,nubianniyyah,Sun Sep 24 22:56:41 +0000 2017,All I want in life is for black people to see how magical and powerful we are ✨❤️,705474893597577217
119,0,5559,220,0,3,0,Wed Apr 15 16:39:24 +0000 2009,8.594521012811981e+17,"Queens, NY",MAGA Mike King,5460,black people are,black,MmqbKing,Sun Sep 24 22:56:14 +0000 2017,@hate2register @ryangibbs524 @randygdub Black people could address the murders in their hoods and their disgusting… https://t.co/4V4YGXAQAk,31449973
120,1,316,277,0,1,0,Wed Nov 18 05:50:25 +0000 2015,4409793082.0,"Dallas, TX",BrownTexasGirl,5235,black people are,black,PurpleReign14,Sun Sep 24 22:56:12 +0000 2017,@TomarraWagoner We are tired of living like this and tired of them pretending like they don't see it. As if black p… https://t.co/JVZzNzN9fN,4275689725
121,0,31,62,0,5,0,Fri Jan 27 19:59:43 +0000 2012,8.012867433076572e+17,"Georgia, USA",Gulliveron21,1527,black people are,black,gulliveron21,Sun Sep 24 22:56:11 +0000 2017,@ssmiitty @findley_vickie @wigsbabe @Donnam8470Donna @oliviawilde The only racism in America is the racism that is… https://t.co/3OzluqAvJo,476122155
122,0,4,4,0,1,0,Sat Jan 07 00:53:03 +0000 2017,189569114.0,Texas,Al B,347,black people are,black,actalittle,Sun Sep 24 22:56:07 +0000 2017,"@zeedot_ Another lie.  You said: ""Just admit you hate when black people speak up ..."" YOU injected race into this c… https://t.co/Qx23WMHBwv",817534478574882816
123,0,467,223,0,0,0,Sun May 21 17:05:07 +0000 2017,,"Yankee Bred, Yaad Blood",Pootie Tang 🇯🇲,4077,black people are,black,oxtailmami,Sun Sep 24 22:55:30 +0000 2017,It’s wild that white immigrants are welcomed and respected just off the token of being white over black people who are actually American,866339081357320192
124,0,900,886,0,2,1,Sat Dec 03 19:00:58 +0000 2011,35586563.0,"Pittsburgh, PA",5x Champs Pats!!,49200,black people are,black,GodZanMarino,Sun Sep 24 22:54:47 +0000 2017,"@jemelehill @AintU_Mar Jemele Hill: Trump is a white supremacist 
Also Jemele Hill: Straight Black men are the whit… https://t.co/Re1PLaf3p8",427610236
125,0,194,463,0,3,0,Tue Jun 23 06:27:41 +0000 2009,3125724873.0,"California, USA",Empress Renee,3853,black people are,black,EmpressRenee,Sun Sep 24 22:54:45 +0000 2017,@dovisterr @NotcreativeA @goldengateblond 1. They’re not told they can’t do things bc they’re black. They’re told t… https://t.co/rJmuDnwerO,49906004
126,0,129,717,0,3,0,Tue Feb 24 15:25:43 +0000 2009,7.052100776790999e+17,Philadelphia,JP 🇪🇺🌐,9578,black people are,black,jpj1421,Sun Sep 24 22:54:40 +0000 2017,@DennisHolt9 @FoxNews @ANHQDC Black people are being murdered on our streets and you are upset they made you think… https://t.co/EKsgpMgtQV,21762558
127,0,110,519,0,1,0,Wed Dec 30 19:53:04 +0000 2015,9.117305827150193e+17,"New York, USA",Rhyme and Reason,2158,black people are,black,RhymNReason,Sun Sep 24 22:54:30 +0000 2017,@SChildersNC Do you understand pourcentages &amp; statistics? Black people are 3 times more likely to get shot by Polic… https://t.co/rxGf4npOew,4657014681
128,0,205,439,0,0,1,Tue Jun 03 23:34:36 +0000 2014,,"Florida, USA",MattyG,40057,black people are,black,MattyG_Funk,Sun Sep 24 22:53:34 +0000 2017,"""The police who murder black people are the real heroes"" is an odd take, but not unexpected https://t.co/Y4u5cZ6yNU",2544639469
129,0,660,1086,0,1,0,Mon Jun 01 03:06:23 +0000 2009,1917731.0,Miami Lakes,Mario Velarde,13053,black people are,black,MarioV7,Sun Sep 24 22:52:54 +0000 2017,@thehill You mean super duper ultra white NASCAR is mad that black people are protesting racial injustice. That's m… https://t.co/sK660XHcGH,43816714
130,1,261,222,0,2,0,Wed Oct 24 15:25:23 +0000 2012,2954888654.0,USA,Golf'N'Roll,4207,black people are,black,GolfNRoll,Sun Sep 24 22:52:21 +0000 2017,"@colepearn @NickBromberg Pearn &gt;&gt; there are black athletes and black people oppressed in this country.. and yet, yo… https://t.co/LxDF0xll2a",902039198
131,0,20,25,0,0,0,Tue Feb 16 05:31:23 +0000 2016,,"Florida, USA",Paranoid,458,black people are,black,ChrisSxpreme,Sun Sep 24 22:52:01 +0000 2017,People who wear shoes without socks are the same people who smoke black n milds and don't shower on the daily.,4917849545
132,0,1030,801,0,1,1,Fri Apr 19 21:24:20 +0000 2013,1381088924.0,,Mechadave,44191,black people are,black,Anumbr1,Sun Sep 24 22:51:30 +0000 2017,"@SocialPowerOne1 Nazis marching for White Supremacy are ""very, very fine people believe me.""
Black Sons of Bitches… https://t.co/iQtQwJZ1LV",1365441361
133,0,212,589,0,0,0,Mon Mar 15 05:52:52 +0000 2010,,"Missouri, USA",T,4673,black people are,black,tkeezy06,Sun Sep 24 22:51:09 +0000 2017,People are trying to spin this as taking a knee against Trump...no this is about stoppin cops from killin black peo… https://t.co/f9id6jNGFp,123161420
134,0,1717,1844,0,1,0,Thu Dec 20 07:21:23 +0000 2012,4510755552.0,"California, USA",Sondra Gail Adam,30614,black people are,black,SGailAdam,Sun Sep 24 22:50:34 +0000 2017,@_Makada_ If you don’t notice all the innocent black people killed by police and never get punished then you are racist,1023724100
135,1,2308,2370,0,0,0,Thu Sep 17 15:45:37 +0000 2009,,Texas,D Doverspike,11825,black people are,black,dcatspiked,Sun Sep 24 22:50:33 +0000 2017,Hate to generalize and I have some wonderful black family and friends but black people are not oppressed in America… https://t.co/Zmio8j0pMw,75041951
136,0,388,928,0,2,0,Sat Mar 21 14:24:29 +0000 2009,8.122878912966205e+17,"Memphis, TN",Julie Dawson,11600,black people are,black,juliedawson2802,Sun Sep 24 22:50:23 +0000 2017,@fostermomkatie @benshapiro Many soldiers have spoken up in support. But whatever. Live in your bubble where racism… https://t.co/pGgoeGRIVc,25678381
137,1,2090,1282,0,0,0,Sat Nov 29 06:22:54 +0000 2014,,"Daytona Beach, FL",Spencer Johnson,38768,black people are,black,ImSpencerChase,Sun Sep 24 22:50:19 +0000 2017,"""Black people shouldn't be allowed to voice their opinion"" is more or less what you're saying???Do you actually rea… https://t.co/yAaoKJ2g5G",2913417097
138,0,13,17,0,2,0,Fri May 06 03:22:54 +0000 2016,52172226.0,"Bonney Lake, WA",Chris Roberts,50,black people are,black,crobs1979,Sun Sep 24 22:50:07 +0000 2017,@ByTimBooth @Softykjr I sure hope there are less black people committing crimes and getting shot by police after th… https://t.co/m6gbfLhEdp,728424771960995843
139,1,766,1219,0,2,0,Wed Jul 16 04:08:41 +0000 2014,4825105409.0,"Arizona, USA",peter,6186,black people are,black,Petehateroflibs,Sun Sep 24 22:50:00 +0000 2017,"@weightman_gary3 @CutonDime25 
People are finally catching on. Black people are the most racist on the planet.",2649929670
140,0,112,93,0,0,0,Mon Aug 22 20:07:16 +0000 2016,,"Gresham, OR",Low-T C,5482,black people are,black,ThinkofTheGame,Sun Sep 24 22:49:49 +0000 2017,Black people are being murdered and you're trying to make this about Russia. You should be ashamed. https://t.co/D31zaN2bzT,767815421273645056
141,0,1155,605,0,3,0,Sun Jun 30 03:08:55 +0000 2013,12431712.0,"New York, USA",Proud Son Of A Bitch,14326,black people are,black,GoCovfefeYaSelf,Sun Sep 24 22:49:34 +0000 2017,"@stevenamills @trblc23 @FoxNews White people are so god damn disgustingly backwards. You are not oppressed, black p… https://t.co/3WnARi1fdg",1557099529
142,0,140,1375,0,0,0,Fri May 27 00:36:28 +0000 2016,,Florida,@carlene Reid,1460,black people are,black,carlenereid11,Sun Sep 24 22:48:47 +0000 2017,Two wrongs don't make a right black man you don't need to kill white people you are defeating purpose &amp; cause take a page from MLK Mandela,735993034760949760
143,552,88999,986,0,0,117,Mon Jul 12 23:19:50 +0000 2010,165944767.0,"Brooklyn, NY",Ashley Feinberg,30721,black people are,black,ashleyfeinberg,Sun Sep 24 22:48:10 +0000 2017,the only thing trump is able to comprehend right now is that people are siding with black athletes over him,165944767
144,0,10,49,0,1,0,Tue May 23 22:50:58 +0000 2017,25073877.0,"Pennsylvania, USA",Doug Kilgore,995,black people are,black,DougKilgore4,Sun Sep 24 22:48:06 +0000 2017,@realDonaldTrump Neo Nazi’s are good people but black athletes peacefully protesting are sons of bitches. You’re a racist hypocrite.,867150892235206656
145,0,90,434,0,2,0,Thu Mar 26 19:57:54 +0000 2009,123095244.0,"Denton, TX",Lehi Tollestrup,809,black people are,black,fabricoflife928,Sun Sep 24 22:47:26 +0000 2017,"@caboosegrl @FoxNews Let's be honest, the only reason people are up in arms is because black athletes are protestin… https://t.co/Ur9Sy3tlbW",26833978
146,0,322,571,0,1,0,Sun Nov 13 21:01:22 +0000 2016,15020865.0,"Washington, DC",Donald Trump,8387,black people are,black,TheBestPrezEver,Sun Sep 24 22:47:05 +0000 2017,@penguins Hey white people. I am so glad you are coming to the white house. The National Black Association (NBA) won't be there. Love whites,797907227558445060
147,1,587,725,0,1,0,Sun Sep 30 20:27:32 +0000 2012,1507338108.0,"Everywhere, USA",🍾sweetnaenae🥂,21281,black people are,black,arw2007,Sun Sep 24 22:46:55 +0000 2017,@Sifill_LDF BLACK PEOPLE are the SOUL of Amerikkka,855309164
148,0,32,137,0,2,0,Thu Nov 03 20:21:34 +0000 2016,1339835893.0,"California, USA",The Fish in a Barrel,2439,black people are,black,dafishinabarrel,Sun Sep 24 22:46:53 +0000 2017,@HillaryClinton @Politics_PR You think Trump will stop fighting black people to go help brown people?? Are ya NUTS??,794273333051150337
149,0,53017,7220,0,0,0,Mon Apr 06 04:40:21 +0000 2009,,"Chicago, IL",Cortez DeVinci,41056,black people are,black,Cortez_DeVinci,Sun Sep 24 22:46:51 +0000 2017,Older White drunk ppl are no fun to be around when your black they just super overly friendly hey bud sorry for your people I was told once,29144967
150,0,70,300,0,3,0,Thu Nov 26 08:18:09 +0000 2015,2763463692.0,"Las Vegas, NV",Kelly Nunes,179,black people are,black,OhThatDJSugar,Sun Sep 24 22:45:43 +0000 2017,"@MimasAgency @bknapp40 @MSNBC Yeah, black people are so silent and oppressed... what a bunch of bullshit...",4364689698
