# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Classification
0,756,1538,0,3,0,Thu Feb 09 02:21:22 +0000 2012,227837742.0,"District of Columbia, USA",Louie Tha Goldmind,3887,coon,black,Uncle_Lou2U,Tue Sep 26 04:48:30 +0000 2017,"@AC360 @PARISDENNARD @Bakari_Sellers I've never called anybody a coon, not once in my life. That changed tonight.",487160336,Hate speech
0,49,762,0,1,0,Fri Oct 05 01:51:22 +0000 2012,195271137.0,"New York, USA",Putin's Puppet ...👎,443,coon,black,princeJ1965,Tue Sep 26 04:48:22 +0000 2017,@larryelder And ur a coon,862352317,Hate speech
3,642,261,0,0,0,Wed Jul 18 21:13:39 +0000 2012,,"Miami, fl",Donny Blot 🌊☄️,12967,coon,black,followyaboydon,Tue Sep 26 04:45:20 +0000 2017,"Remember black folks,

""When you coon, you lose.""",703801044,Hate speech
1,3086,1913,0,0,0,Sun Nov 07 04:01:46 +0000 2010,,somewhere you're not,Ke.Lee,106234,coon,black,ambitious_lee_,Tue Sep 26 04:40:42 +0000 2017,How the fuck are you a coon when your parents named you keweshia??????? How tf did that happen ??!?!!?!? HOW,212817057,Hate speech
0,370,94,0,1,0,Mon Sep 14 23:33:34 +0000 2009,266900367.0,Philly,Big Poppa Pump,105780,coon,black,GodGaveMePowers,Tue Sep 26 04:39:02 +0000 2017,@BrightskinMacky I'm a coon cuz I'm pro black? I'll be that ya 2 cents ain't even worth 2 cent u should re-evaluate… https://t.co/rUKq2u8ZyH,74300895,Hate speech
0,301,349,1,1,0,Mon Mar 09 03:43:25 +0000 2009,195271137.0,United States,La'Flare Huxtable,9696,coon,black,Najjjie,Tue Sep 26 04:38:10 +0000 2017,"@larryelder is the coon godfather, the Uncle Tom chairman, the sambo senior partner. #iHopeYouGetTheWakeUpCallYouNeed",23397952,Hate speech
0,631,599,0,0,0,Thu Sep 22 11:59:57 +0000 2011,,columbus ,uncle ruckus,15530,coon,black,ThatNiggaNeil,Tue Sep 26 04:31:21 +0000 2017,You a coon lol. https://t.co/FXOxbbyUJp,377954920,Hate speech
0,253,746,1,2,0,Sun Jan 17 00:26:30 +0000 2010,241201438.0,Georgia,Tabatha Presley,5903,coon,black,tabpresley,Tue Sep 26 04:29:30 +0000 2017,@Bakari_Sellers  I feel your pain.. sitting there talking to @PARISDENNARD has to be frustrating as hell. #coon,105635023,Hate speech
0,682,1903,0,0,0,Mon Mar 19 20:34:45 +0000 2012,,West Palm Beach ,Truth Seeker,56080,coon,black,xfilestrustno1,Tue Sep 26 04:29:13 +0000 2017,This coon used a tactic of white supremacy deflection by trying to compare what rappers say to what Donald Trump sa… https://t.co/xzWQSlMvKg,529705715,Hate speech
0,2658,2276,0,1,0,Mon May 27 17:51:30 +0000 2013,,United States,RogueRdr©®🔊,33540,coon,black,Rogueraidr,Tue Sep 26 04:27:37 +0000 2017,Wondering if @tariqnasheed and his followers will call Jim Brown a coon?? https://t.co/OhaoiFyFPm,1462723878,Hate speech
0,301,349,0,1,0,Mon Mar 09 03:43:25 +0000 2009,195271137.0,United States,La'Flare Huxtable,9696,coon,black,Najjjie,Tue Sep 26 04:26:04 +0000 2017,@larryelder You are a super saiyan coon.  I hope those buttered biscuits are hot Uncle Ruckus,23397952,Hate speech
0,1082,947,0,1,0,Sat Apr 18 21:49:05 +0000 2009,255846590.0,"Lancaster, TX",Yusuke Urameshi,111558,coon,black,martinlacour_,Tue Sep 26 04:23:15 +0000 2017,@charlesreyna That flip flop coon,33023867,Hate speech
0,421,923,1,1,0,Sun Feb 14 21:14:59 +0000 2016,2871367661.0,United States,BlackSun,5226,coon,black,Trebled85,Tue Sep 26 04:23:01 +0000 2017,@raylewis is the ultimate coon. He said he'll never kneel but he's on both knees on Sunday. Those closest can hurt us the most. #takeAkneee,4908334634,Hate speech
0,48,244,0,4,0,Fri Dec 30 05:29:02 +0000 2016,227837742.0,Philly ,1215999999,763,coon,black,leekylive,Tue Sep 26 04:22:29 +0000 2017,@AC360 @PARISDENNARD @Bakari_Sellers Ur a coon and ass kisser @PARISDENNARD,814704827716358145,Hate speech
1,3749,1456,0,0,1,Thu Nov 03 00:17:00 +0000 2011,,"Norfolk, VA",IDontDMBack777,136291,coon,black,ZC_Gotti,Tue Sep 26 04:22:14 +0000 2017,Yea Jud a coon fa dat... But ion disagree 🤷🏾‍♂️ https://t.co/4wH87q2d6S,403780100,Hate speech
1,682,1903,0,0,0,Mon Mar 19 20:34:45 +0000 2012,,West Palm Beach ,Truth Seeker,56080,coon,black,xfilestrustno1,Tue Sep 26 04:08:25 +0000 2017,This coon Paris Dennard is in good company with the KKK. https://t.co/y1SoAi4zsc,529705715,Hate speech
3,494,1152,0,3,0,Fri Oct 09 03:36:27 +0000 2009,245409469.0,"Indiana, USA",Deener Bawx 🇺🇸,13671,coon,black,PhelanKA7,Tue Sep 26 03:54:24 +0000 2017,"@_ForgetmeKNOT_ @VibeHi @TreyHoward406 Black Lives Matter except when you're disagreeing with me ""coon.""

Hahahaha!

PRICELESS.",81018286,Hate speech
0,808,717,0,0,1,Thu Apr 16 00:19:18 +0000 2009,,"Bad Newz, Va",🐺St33zy🐺,22816,coon,black,St33zyxSaleen,Tue Sep 26 03:46:34 +0000 2017,Welp I got the mustang back... time for road trips so I can be a royal coon!,31571933,Hate speech
0,581,475,0,2,0,Mon Jan 31 16:48:14 +0000 2011,21822997.0,"Kansas City, MO",Taylor Crims 👑,32802,coon,black,_ForgetmeKNOT_,Tue Sep 26 03:37:55 +0000 2017,@VibeHi @TreyHoward406 Wow lol you're just adding fuel to their fire bye coon ✌ hopefully they'll have your back more than we will then 🙄🙄,245409469,Hate speech
0,163,86,0,0,0,Fri Feb 26 19:50:13 +0000 2016,,"Vicksburg, MS",Patricia Vinzant,17405,coon,black,patvinzant,Tue Sep 26 03:33:21 +0000 2017,"Old folks said a coon would drown a dog. 
I didn't believe it but now I'm not so sure.
The coon sure loves to ride. https://t.co/Ye4ZHexrcZ",703306089287254016,Hate speech
0,660,1935,0,0,0,Thu Mar 14 02:25:08 +0000 2013,,NYC,Danielle,15260,coon,black,trendydanie,Tue Sep 26 03:31:39 +0000 2017,"Tomorrow I'm removing a lot of ppl from my page. FOH w/ your Trump supporting ass  &amp; coon ideologies.
Get off my feed w/ your cookery 🙄✌🏽💯",1265978162,Hate speech
0,257,174,0,0,0,Mon Aug 15 22:53:14 +0000 2011,,down the street,Morré,15750,coon,black,MorreVasquez,Tue Sep 26 03:28:23 +0000 2017,How long til cam is called a coon?,355813031,Hate speech
0,99,207,0,1,0,Mon Apr 08 17:05:08 +0000 2013,3240798819.0,"Hartsville, TN",Samantha Vance,135,coon,black,svance730,Tue Sep 26 03:26:55 +0000 2017,@Farmboydiesel01 ur a coon,1337134184,Hate speech
1,22454,8697,0,0,0,Sat Aug 22 13:43:28 +0000 2009,,Brooklyn,LoudRunItUp 💪🏾☁️,58606,coon,black,loud_thoughts_,Tue Sep 26 03:17:18 +0000 2017,If I don't watch football from now am I a coon if I watch the super bowl ?,67890884,Hate speech
0,204,299,0,0,0,Mon Mar 02 16:48:53 +0000 2009,,Pittsburgh ,Tea Jay,41081,coon,black,ISetItOff,Tue Sep 26 03:03:55 +0000 2017,Who's coon ass uncle is this? https://t.co/jjD0EZcheS,22503242,Hate speech
0,762,745,0,0,0,Tue Nov 23 00:07:42 +0000 2010,,"Detroit, MI",Arizona Ron,59023,coon,black,__RealJohnnB,Tue Sep 26 02:58:44 +0000 2017,Of course he say some coon shit https://t.co/Njh52WB1jx,218680227,Hate speech
0,144,437,0,0,0,Fri Mar 12 20:09:51 +0000 2010,,"Richmond,TX",Victor Vincent,4832,coon,black,Vinsanity281,Tue Sep 26 02:56:02 +0000 2017,Could of shot a raccoon right now and made myself a coon skin hat haha! Thought it was just a cat but it was a big ass coon,122463119,Hate speech
0,1159,1019,0,0,0,Fri Aug 06 16:17:33 +0000 2010,,East Lansing ,Suge Light,274063,coon,black,Premium_Dell,Tue Sep 26 02:53:21 +0000 2017,Them his coon ass on both knees. Sir we don't want you go back to massa,175438396,Hate speech
0,2898,2205,0,0,0,Sat Apr 25 01:55:06 +0000 2009,,LOUISIANA,TONY-MAN,53966,coon,black,UrmyBiggestFan_,Tue Sep 26 02:46:05 +0000 2017,"Look at this coward, this bitch ass coon, this sucka ass nigga on… https://t.co/cai3aXh7Hx",35110426,Hate speech
0,258,267,0,0,0,Tue Mar 25 20:20:03 +0000 2014,,"Los Angeles, CA",ALL HAIL chief,16531,coon,black,badthoughtsnow,Tue Sep 26 02:42:57 +0000 2017,Not commenting or reading anything from those coon writer havens anymore. Gotta remember coons love attention more than everything.,2411491802,Hate speech
0,258,267,0,0,0,Tue Mar 25 20:20:03 +0000 2014,,"Los Angeles, CA",ALL HAIL chief,16531,coon,black,badthoughtsnow,Tue Sep 26 02:41:56 +0000 2017,Now all the fake black woke outlets about to put out a coon article hoping it does numbers.,2411491802,Hate speech
0,283,322,0,5,0,Fri Jan 15 15:09:58 +0000 2010,919817083.0,"Detroit,MI",Keita Kuara (Moose),7812,coon,black,Walt_Nigsney,Tue Sep 26 02:38:45 +0000 2017,@MVPFrasier @HustleNDoubleIt @IfIEatWeEat @__CarlyyMarley @dn_charles 😁 😂 😂 💀 yeah ok. Like the #1 coon in America… https://t.co/sY73WMtuEH,105165491,Hate speech
1,294,178,0,0,0,Tue Jul 28 08:00:47 +0000 2015,,"Joke Grove, MN",Lℹ️b🅰️N,1733,coon,black,Towapyckhnn,Tue Sep 26 02:37:50 +0000 2017,"If I never got the belt, I would’ve been a wild coon doing coonery things. That belt dead ass saved my life lmao https://t.co/jc2qSnDFgP",3299283860,Hate speech
1,2144,1059,0,0,0,Mon Apr 19 22:41:24 +0000 2010,,Milwaukee,James So Rude 🎧,285916,coon,black,FuckYoLife1_87,Tue Sep 26 02:32:21 +0000 2017,"As a black man, im doing my part to change the narrative without being a fuckin coon. I recognize mistakes and play the game differently",134945489,Hate speech
0,83,266,0,3,0,Tue Jun 20 21:53:12 +0000 2017,441095380.0,"Phoenix, AZ",Tommy SOTOMAYOR,74,coon,black,TommySOTOMAYO13,Tue Sep 26 02:30:20 +0000 2017,@tommytrille912 @FoxNews @TommySotomayor Wow...I'm a coon huh...u still live at home with your mother,877283216750596096,Hate speech
1,32,133,2,0,0,Tue Mar 22 18:14:59 +0000 2016,,United States,Baphomet,224,coon,black,GoatLordBelow,Tue Sep 26 02:30:16 +0000 2017,"#Love a Maine coon, I hope you find your #Church https://t.co/pYYANsKkLM",712341822333427713,Hate speech
0,105,689,0,1,1,Sat Dec 31 05:04:34 +0000 2011,,"Summerville, South Carolina",Loni Love,1746,coon,black,LoniElbert,Tue Sep 26 02:26:22 +0000 2017,Ray Lewis should be ashamed of himself. You old Brown nosing coon @raylewis,451208141,Hate speech
0,1362,944,0,0,0,Sun Oct 07 19:01:51 +0000 2012,,"York, PA",Questo Huncho,55736,coon,black,dai_east2,Tue Sep 26 02:24:52 +0000 2017,"They brainwashed you cannon, you sound like a coon https://t.co/3ULVxRuFux",866798755,Hate speech
0,179,411,0,1,0,Tue Jul 17 06:54:08 +0000 2012,2828045505.0,"Tempe, Arizona",️Brent Odders,385,coon,black,bwodders,Tue Sep 26 02:23:40 +0000 2017,@carriecoon Off Broadway Review: ‘Mary Jane’ Starring Carrie Coon https://t.co/LSvBd5kkUw,700535708,Hate speech
0,179,411,0,1,0,Tue Jul 17 06:54:08 +0000 2012,2828045505.0,"Tempe, Arizona",️Brent Odders,385,coon,black,bwodders,Tue Sep 26 02:16:56 +0000 2017,@carriecoon ‘Mary Jane’ Review: `The Leftovers’ Carrie Coon Triumphs In Amy Herzog’s Wrenching Drama https://t.co/drvREqfvBK,700535708,Hate speech
4,282,453,0,0,0,Wed Apr 30 18:58:56 +0000 2014,,"Rapid City, SD",l a k i n ❁,442,coon,black,lakinrenee_,Tue Sep 26 02:09:50 +0000 2017,"I have so many distractions at home, main one being a nightly battle over some meowmix between a pudgy coon&amp; a skunk. Hw never gets finished",2471376866,Hate speech
0,6,19,0,3,0,Wed May 13 01:33:49 +0000 2009,118845216.0,Kansas City,Ben,387,coon,black,IamBigBen75,Tue Sep 26 02:09:45 +0000 2017,@SheriffClarke @realDonaldTrump @AmericaFirstPAC Or should I say former sheriff but still coon Clarke,39654753,Hate speech
1,30,251,0,3,0,Sun Nov 13 07:03:27 +0000 2016,717027804.0,"California, USA",Sean King,562,coon,black,Kinghenry0,Tue Sep 26 02:09:25 +0000 2017,@bishopk0s @mmfa @Bakari_Sellers This fucking coon denar looking like an overseer on a plantation.,797696359902035969,Hate speech
0,213,489,0,1,0,Sat May 23 14:21:33 +0000 2009,115556335.0,new york,kingdome,3011,coon,black,huncho116,Tue Sep 26 02:07:59 +0000 2017,@_CharlesBarkley Trump not hiring your dumb ass coon,42033031,Hate speech
0,17,35,0,1,0,Fri Feb 21 04:59:52 +0000 2014,2871367661.0,san diego,TruGAboi_HB,645,coon,black,Trugb33,Tue Sep 26 02:07:50 +0000 2017,@raylewis That's out of character for a coon,2354257610,Hate speech
0,587,426,0,0,0,Wed Mar 19 14:39:02 +0000 2014,,Bible Study,mimsy,15151,coon,black,TheRealDix,Tue Sep 26 02:05:49 +0000 2017,A 2 bit coon https://t.co/pZSZiBArqX,2422690931,Hate speech
0,3505,3418,0,6,0,Fri Jun 26 14:17:12 +0000 2009,9.048188671717171e+17,Memphis,"Ricki, ♥",22860,coon,black,ikcirfitz,Tue Sep 26 02:04:59 +0000 2017,@WashedUpDryer @ZekeBust @ETK120 @wearyourdissent @TattooedJuggalo @SInow This white guy has to educate this coon. 😂🤦🏾‍♀️ know yourself,51073094,Hate speech
0,318,438,0,1,0,Sat Mar 14 01:10:58 +0000 2009,24198661.0,"Greenville, Ms",Miss Jones,20225,coon,black,azulsoul2013,Tue Sep 26 02:04:20 +0000 2017,@jamdownrocks idk this dude but I guess he's in the same category of that coon sheriff Clark or something,24298552,Hate speech
0,1544,1010,0,1,0,Sun Feb 22 00:02:47 +0000 2009,18511850.0,Baltimore MD ,JSOUL BLACK SINATRA,28364,coon,black,JSOULSOUNDS,Tue Sep 26 02:04:10 +0000 2017,@MrWhisperz Would you rather they get on both knees like YOUR boy king coon himself? Focus on that. Lol,21529527,Hate speech
0,39,72,0,2,0,Tue Feb 12 19:46:45 +0000 2013,30372017.0,"Houston,tx",Christmas,2729,coon,black,_chrismas808,Tue Sep 26 02:03:06 +0000 2017,@AfrikanKid @KingSeun3 Fckin coon 😆,1172914874,Hate speech
0,1896,881,0,1,0,Thu Apr 28 05:41:22 +0000 2016,4890757984.0,"Southside Raleigh, NC",Jazzy Fizzle,194681,coon,black,___JazzyJas,Tue Sep 26 02:02:54 +0000 2017,@Bldglt Continue watching coon,725560519239806976,Hate speech
0,350,233,0,2,0,Thu Sep 27 15:01:23 +0000 2012,7.392853960901919e+17,South Florida ,Bobby,1471,coon,black,iFarmuse,Tue Sep 26 01:58:37 +0000 2017,@themrsparkjimin @CNN I'm a proud coon that works and pays taxes and obeys the law and makes no excuse and blames no one,849408985,Hate speech
1,2162,261,0,0,3,Thu Jul 10 03:41:15 +0000 2014,,"Atlanta, GA",Bad Feminist,170293,coon,black,moneymenmeals,Tue Sep 26 01:54:28 +0000 2017,"Everyone should just stop kneeling. It's a mess and if it took you this long to want change, you're still a coon. Just stop it.",2693667365,Hate speech
0,373,329,0,1,0,Sun Dec 14 20:28:50 +0000 2014,118845216.0,"Bay Village, OH",Peso 🌊,11377,coon,black,Peso_103,Tue Sep 26 01:52:43 +0000 2017,@SheriffClarke coon,2921929319,Hate speech
0,33,65,0,1,0,Fri Feb 10 23:45:56 +0000 2017,891391903.0,United States,Aria 🏳️‍🌈,698,coon,black,aria7song,Tue Sep 26 01:49:18 +0000 2017,@CrankGameplays Also here's my drawing of a snoozy 'coon https://t.co/2LZ2RimJmI,830201161550544896,Hate speech
0,142,367,0,1,0,Tue Jun 16 22:34:33 +0000 2009,347927511.0,Shady Pines,Herencia Africana,17483,coon,black,satnitespecial,Tue Sep 26 01:46:39 +0000 2017,"@CIVIL_NY Wait so he @ a pedophile, a coon ass sheriff, and a few other assholes because he doesn't like your tweet… https://t.co/m5KLBuvmGP",47757925,Hate speech
0,1696,992,0,0,1,Fri Jul 23 20:12:23 +0000 2010,,"Los Angeles, CA   ",Blake,68035,coon,black,Blaaaake_,Tue Sep 26 01:46:01 +0000 2017,Niggas have not realized that Chuck been a coon lololol https://t.co/lIAg1Zengv,170042156,Hate speech
1,5271,4870,0,0,1,Tue Jun 30 14:17:46 +0000 2009,52405647.0,"Atlanta, GA",Lolo The Snob,151653,coon,black,404Leaux,Tue Sep 26 01:44:46 +0000 2017,I would support Cam but he's a cursed coon.,52405647,Hate speech
0,257,414,0,1,0,Wed Dec 31 02:12:29 +0000 2014,330124768.0,"Georgia, USA",Willis Howard,5448,coon,black,willishoward_,Tue Sep 26 01:42:11 +0000 2017,@1ceejayjohnson Ray Lewis a coon .,2952366658,Hate speech
0,1843,266,0,1,0,Thu Dec 03 01:33:49 +0000 2009,202464838.0,St. Louis ,A♭,293502,coon,black,AlexDonAudio,Tue Sep 26 01:37:38 +0000 2017,@LuhAyeAye So women throw the box at socially aware niggas? Lemme stop being a coon all the time &amp; level up then,94225307,Hate speech
0,1029,2403,0,1,0,Thu Jun 28 13:48:52 +0000 2012,2908170952.0,"Chapel Hill, NC",I'm focuzed man,8524,coon,black,Foecuz,Tue Sep 26 01:36:01 +0000 2017,"@DiamondandSilk It would be awesome if a lil coon could dance across the bottom of the screen. I could do, but that ain't right 😜",620998640,Hate speech
0,2184,1905,0,0,0,Sat Dec 12 17:52:19 +0000 2009,,NC/GA,UmmHmm,224796,coon,black,FSmith_87,Tue Sep 26 01:35:44 +0000 2017,"Lmao, coon ass https://t.co/mJQ5NF3qPL",96386600,Hate speech
1,1528,246,0,0,1,Sat Apr 16 01:07:22 +0000 2011,,"Washington, DC",DNLG $OUF,40714,coon,black,ItsGreedy_Bitch,Tue Sep 26 01:32:13 +0000 2017,We need to stop entertaining these coon entertainers... And alotta this bs,282829129,Hate speech
0,135,224,0,1,1,Sun Sep 24 19:57:57 +0000 2017,139970206.0,"Houston, TX",Negrito,822,coon,black,SimplyDeron,Tue Sep 26 01:29:23 +0000 2017,@Dloingram24 Probably cus I call everybody a coon or something lol,912043446587846656,Hate speech
0,19,115,0,1,0,Mon Aug 01 16:05:32 +0000 2016,380020286.0,"Marlborough, MA",weplaygamez3243,87,coon,black,weplaygamez3243,Tue Sep 26 01:24:15 +0000 2017,@VanossGaming Bat coon,760144441252442112,Hate speech
0,7924,4680,0,0,1,Mon Feb 01 23:57:12 +0000 2010,,Somewhere You're Not ,KenDoll 👸🏾,94659,coon,black,kendraxlamar,Tue Sep 26 01:21:13 +0000 2017,"Nobody doing it out of gratitude , but doing it so they won't look like a ""coon"". People should've been taking a knee from the beginning.",110558452,Hate speech
0,1494,994,0,0,0,Sun Dec 14 16:30:26 +0000 2008,,"Miami, Fl ",SlayveChild,14828,coon,black,SlayveChild,Tue Sep 26 01:20:46 +0000 2017,How I'm looking at the coon shyt that be going on ! 😒😒😒😒🤡 https://t.co/Dbog8Qfpj3,18118416,Hate speech
1,305,564,0,1,0,Sun Aug 09 21:46:13 +0000 2015,66576416.0,"Omaha, NE",🥊 Kwaz 🥊,1401,coon,black,TheMacgician,Tue Sep 26 01:20:31 +0000 2017,@NA_Censored Yea it's call get home you coon,3411249191,Hate speech
0,2267,1222,0,0,0,Wed Sep 16 22:27:24 +0000 2009,,"Mystic Falls, VA",Indigo Child △⃒⃘,217237,coon,black,Aye_ChillOut,Tue Sep 26 01:17:33 +0000 2017,"If you gone coon, do it privately. Don’t do it when you have a huge platform and or fan base",74856154,Hate speech
0,10183,8217,0,2,0,Wed Sep 16 21:55:55 +0000 2009,7.623897950372946e+17,"Atlanta, GA",Naye Cartelz,59245,coon,black,NayeCartelz,Tue Sep 26 01:11:39 +0000 2017,@sweetatertot2 @realDonaldTrump You’re a coon.,74849324,Hate speech
0,193,471,0,0,0,Sun May 01 04:16:07 +0000 2011,,"Arlington, TX",REGGIE,9212,coon,black,WTFCurry,Tue Sep 26 01:10:41 +0000 2017,I'm honestly not against drafting a WR in the first round next year get Dez bum overpaid coon ass out of here,290901441,Hate speech
0,395,129,0,0,0,Wed Mar 09 07:01:03 +0000 2011,,"Manhattan Beach, CA",Jonathan Bautista,18791,coon,black,45JONNYBOY,Tue Sep 26 01:09:52 +0000 2017,A couple weeks ago people were calling Floyd mayweather the GOAT now he’s considered a coon racist women beater,263032543,Hate speech
0,557,1407,0,0,0,Mon Oct 17 20:03:15 +0000 2011,,"Atlanta, Georgia ",breezega,66927,coon,black,breezega,Tue Sep 26 01:02:57 +0000 2017,"Shut your fake ribbon wearing, plagiarizing coon ass up. https://t.co/hAd2Uk6nmS",392946127,Hate speech
1,2034,1103,0,2,0,Sat Mar 28 22:32:40 +0000 2009,1357678650.0,North Jersey ,Thug Yoda Fan Acct,353640,coon,black,MonaKinkCurlz,Tue Sep 26 00:50:26 +0000 2017,@LoserThoughtz @PARISDENNARD Oh that coon https://t.co/VYAo4ZkNHv,27323843,Hate speech
0,160,137,0,1,0,Sat Dec 11 02:02:24 +0000 2010,1468774266.0,SW Idaho,Malory :),792,coon,black,Malison62,Tue Sep 26 00:50:11 +0000 2017,@SueAikens My kitties Clementine (Maine coon) and Alyanna 💕 https://t.co/dReXXDyifS,225234674,Hate speech
1,692,914,0,0,0,Sun Apr 03 16:43:12 +0000 2016,,"Houston, TX",Do You Wanna Fight?,25827,coon,black,DeeSaidWhat,Tue Sep 26 00:49:29 +0000 2017,Jerry Jones is really is really the white version of a coon,716667376138256385,Hate speech
0,77,216,0,1,0,Sun Jan 19 15:59:59 +0000 2014,174533632.0,California ,Cpt951,476,coon,black,rashad_dunn,Tue Sep 26 00:49:00 +0000 2017,@DezBryant youz coon and a tamed nigra smh..that white man OWNS you,2299924616,Hate speech
0,102,224,1,3,0,Tue Apr 28 00:49:07 +0000 2009,241201438.0,"Charlotte, NC",33Ladders,773,coon,black,I_MAX05,Tue Sep 26 00:43:53 +0000 2017,@Bakari_Sellers when did u realize that @PARISDENNARD is a coon? If it wasn't b4 the interview w/ @AC360 then surely now u know. #damnshame,35929006,Hate speech
0,1813,940,0,0,0,Sat Sep 07 00:10:56 +0000 2013,,"Connecticut, USA",Big Miss Steak,479252,coon,black,FerragamoDurag,Tue Sep 26 00:40:41 +0000 2017,You're such a coon that I actually can't believe this is a serious tweet. https://t.co/T007bTOkE3,1738644181,Hate speech
0,102,280,0,2,0,Mon Jul 21 20:33:18 +0000 2014,115182787.0,Cobb county,jaab,1343,coon,black,jarvis_k87,Tue Sep 26 00:35:38 +0000 2017,@801saltlake @tariqnasheed Ray Lewis the coon?,2720077414,Hate speech
1,1860,2756,0,4,0,Tue Jan 19 19:05:14 +0000 2010,126602851.0,california,lea allysson white,16570,coon,black,drivin50,Tue Sep 26 00:34:46 +0000 2017,"@KYCERO @KSconiers23 @neverhio @TwitterMoments Was quoted and called a coon, but blocked.  All my life has been tha… https://t.co/D8L3xSKp5r",106494616,Hate speech
